word,ipa
bujuk,/ˈbud͡ʒuʔ/
bujuk,[ˈbu.d͡ʒʊʔ]
bujukan,/buˈd͡ʒu.kan/
bujuki,/buˈd͡ʒuki/
bujuki,[buˈd͡ʒu.ki]
buk,/ˈbuk/
buk,/ˈbuʔ/
buk,[ˈbʊk̚]
buk,[ˈbʊʔ]
buka,/ˈbuka/
buka,[ˈbu.ka]
buka kemas,/ˈbu.ka kəˈmas/
buka mulut,/bu.ka ˈmu.lʊt̚/
buka-bukaan,/ˌbuka buˈkaan/
buka-bukaan,[ˌbu.ka buˈka.(ʔ)an]
bukaan,/buˈka.ʔan/
bukai,/ˈbu.kai̯/
bukain,/buˈka.ɪn/
bukak,/ˈbukak̚/
bukak,/ˈbukaʔ/
bukakan,/buˈka.kan/
bukake,/buˈkake/
bukake,[buˈka.ke]
bukan,/ˈbukan/
bukan,[ˈbu.kan]
bukber,/ˈbukbər/
bukber,[ˈbuk̚.bər]
buket,[ˈbu.kɛt̪]
bukit,/ˈbukit/
bukit,[ˈbu.kɪt̪̚]
bukti,/ˈbukti/
bukti,[ˈbuk̚.t̪i]
buku,/ˈbuku/
buku,[ˈbu.ku]
buku acuan,[ˈbuku ˈat͡ʃuan]
buku ajar,[ˈbuku ˈad͡ʒar]
buku besar,[ˈbuku bəˈsar]
buku biru,/ˌbu.ku ˈbi.ru/
buku biru,[ˌbu.ku ˈbi.ru]
buku harian,/bu.ku haˈri.an/
buku hitam,/ˌbu.ku ˈhi.tam/
buku hitam,[ˌbu.ku ˈhi.t̪am]
buku induk,[ˈbuku ˈɪndʊk̚]
buku pedoman,/ˈbu.ku pə.ˈdo.man/
buku pedoman kearsipan,/ˈbu.ku pə.ˈdo.man kə.ar.ˈsɪp.an/
buku pegangan,/ˈbu.ku pə.ˈɡaŋ.an/
buku putih,/ˈbu.ku ˈpu.tɪh/
buku referensi,[ˈbuku refəˈrɛnsi]
buku rujukan,[ˈbuku ruˈd͡ʒukan]
buku utang,/ˌbu.ku ˈu.taŋ/
buku utang,[ˌbu.ku ˈu.t̪aŋ]
bukun,/ˈbukun/
bukun,[ˈbu.kʊn]
bulai,[bulai̯]
bulan,/ˈbulan/
bulan,[ˈbu.lan]
bulan sabit,/ˌbulan ˈsabit/
bulan sabit,[ˌbu.lan ˈsa.bɪt̪̚]
bulan sabit merah,/ˌbulan ˌsabit ˈmerah/
bulan sabit merah,[ˌbu.lan ˌsa.bɪt̪̚ ˈme.rah]
bulat,/ˈbulat/
bulat,[ˈbu.lat̪̚]
bulbul,/ˈbʊlbʊl/
bulbus,/ˈbulbus/
bulbus,[ˈbul.bʊs]
buldog,[ˈbʊldɔk̚]
buldoser,/bulˈdosər/
buldoser,[bulˈdo.sər]
buletin,[buləˈtɪn]
bulevar,[buləˈfar]
bulevar,[buləˈpar]
bulevar,[buləˈvar]
bulgaria,/bulɡaˈria/
bulgaria,[bul.ɡaˈri.a]
bulimia,/buliˈmia/
bulimia,[bu.liˈmi.a]
bulmat,/ˈbulmat/
bulmat,[ˈbul.mat̪̚]
bulsak,[ˈbʊlsak]
bultek,/ˈbultek/
bultek,[ˈbul.t̪ɛk̚]
bulu,/ˈbulu/
bulu,[ˈbu.lu]
bulu babi,/bu.lu ˈba.bi/
bulu jarum,/ˌbulu ˈd͡ʒarum/
bulu jarum,[ˌbu.lu ˈd͡ʒa.rʊm]
bulu kapuk,/ˌbulu ˈkapuk/
bulu kapuk,[ˌbu.lu ˈka.pʊk̚]
bulu lawi,/ˌbulu ˈlawi/
bulu lawi,[ˌbu.lu ˈla.wi]
bulu mata,/ˌbulu ˈmata/
bulu mata,[ˌbu.lu ˈma.t̪a]
bulu tangkis,/ˌbu.lu ˈtaŋ.kis/
bulu tangkis,[ˌbu.lu ˈt̪aŋ.kɪs]
buluh,/ˈbuluh/
buluh,[ˈbu.lʊh]
bulungan,/buˈluŋan/
bulungan,[buˈlu.ŋan]
bulus,/ˈbulus/
bulus,[ˈbu.lʊs]
bum,/ˈbum/
bum,[ˈbum]
bumantara,/bumanˈtara/
bumantara,[bu.man̪ˈt̪a.ra]
bumbu,/ˈbumbu/
bumbu,[ˈbum.bu]
bumbung,/ˈbum.buŋ/
bumbung,[ˈbum.bʊŋ]
bumerang,[buməˈraŋ]
bumi,/ˈbumi/
bumi,[ˈbu.mi]
bumil,/ˈbumil/
bumil,[ˈbu.mɪl]
bumiputra,/bumiˈputra/
bumiputra,/bumiˈputəra/
bumiputra,[bu.miˈpu.t̪ra]
bumiputra,[bu.miˈpu.t̪ə.ra]
bumn,/be.uˈɛm.ɛn/
bumn,[be.uˈɛm.ɛn]
bumper,/ˈbampər/
bumper,/ˈbumpər/
bumper,[ˈbam.pər]
bumper,[ˈbum.pər]
buncis,/bun.t͡ʃɪs/
bunda,/ˈbunda/
bunda,[ˈbun.da]
bundar,/ˈbundar/
bundar,[ˈbun.dar]
bundaran,/bunˈdaran/
bundaran,[bunˈda.ran]
bundel,/ˈbʊndəl/
bundir,/ˈbundir/
bundir,[ˈbun.dɪr]
bunga,/ˈbuŋa/
bunga,[ˈbu.ŋa]
bunga akrual,/ˌbu.ŋa akˈru.al/
bunga akrual,[ˌbu.ŋa ak̚ˈru.al]
bunga banci,/ˌbuŋa ˈbant͡ʃi/
bunga banci,[ˌbu.ŋa ˈbaɲ.t͡ʃi]
bunga berbunga,/ˈbuŋa bərˈbuŋa/
bunga berkas,/ˌbuŋa bərˈkas/
bunga berkas,[ˌbu.ŋa bərˈkas]
bunga bongkol,/ˌbuŋa ˈboŋkol/
bunga bongkol,[ˌbu.ŋa ˈboŋ.kɔl]
bunga cawan,/ˌbuŋa ˈt͡ʃawan/
bunga cawan,[ˌbu.ŋa ˈt͡ʃa.wan]
bunga kipas,/ˌbuŋa ˈkipas/
bunga kipas,[ˌbu.ŋa ˈki.pas]
bunga kol,[ˈbuŋa ˈkɔl]
bunga lembing,/ˌbuŋa ləmˈbiŋ/
bunga lembing,[ˌbu.ŋa ləmˈbiŋ]
bunga majemuk,[ˈbuŋa mad͡ʒəˈmʊʔ]
bunga mengambang,/ˈbuŋa məˈŋambaŋ/
bunga payung,/ˌbuŋa ˈpajuŋ/
bunga payung,[ˌbu.ŋa ˈpa.jʊŋ]
bunga piringan,/ˌbuŋa piˈriŋan/
bunga piringan,[ˌbu.ŋa piˈri.ŋan]
bunga raya,[ˈbuŋa ˈraja]
bunga sabit,/ˌbuŋa ˈsabit/
bunga sabit,[ˌbu.ŋa ˈsa.bɪt̪̚]
bunga sekrup,/ˌbuŋa səkˈrup/
bunga sekrup,[ˌbu.ŋa sək̚ˈrʊp̚]
bunga tandan,/ˌbuŋa ˈtandan/
bunga tandan,[ˌbu.ŋa ˈt̪an.dan]
bunga tangga,/ˌbuŋa ˈtaŋɡa/
bunga tangga,[ˌbu.ŋa ˈt̪aŋ.ɡa]
bunga tetap,/ˈbuŋa təˈtap̚/
bunga tongkol,/ˌbuŋa ˈtɔŋkɔl/
bunga tongkol,[ˌbu.ŋa ˈt̪oŋ.kɔl]
bunga untai,/ˌbuŋa ˈuntai̯/
bunga untai,[ˌbu.ŋa ˈun̪.t̪ai̯]
bunga-bungaan,/ˈbu.ŋa.buˈŋa.an/
bungalan,/bu.ˈŋa.lan/
bungker,/ˈbuŋkər/
bungker,[ˈbuŋ.kər]
bungkil,/ˈbuŋkil/
bungkil,[ˈbuŋ.kɪl]
bungkus,/ˈbʊŋkʊs/
bungkus gelembung,/ˈbʊŋkʊs ɡələmˈbʊŋ/
bungkusan,/buŋˈkusan/
bungkusan,[buŋˈku.san]
bunglon,/ˈbuŋlon/
bunglon,[ˈbuŋ.lɔn]
bungsu,/buŋsu/
bungsut,/ˈbʊŋsʊt̚/
buni,/ˈbu.ni/
buni,[ˈbu.ni]
bunion,/buˈnion/
bunion,[buˈni.ɔn]
bunker,[ˈbʊŋkər]
bunraku,/bunˈraku/
bunraku,[bunˈra.ku]
bunting,/ˈbuntiŋ/
bunting,[ˈbun̪.t̪ɪŋ]
buntu,/ˈbuntu/
buntu,[ˈbun̪.t̪u]
buntut,/ˈbuntut/
buntut,[ˈbun̪.t̪ʊt̪̚]
bunuh,/ˈbunuh/
bunuh,[ˈbu.nʊh]
bunuh diri,/ˌbunuh ˈdiri/
bunuh diri,[ˌbu.nʊh ˈdi.ri]
bunuh-bunuhan,/ˌbunuh buˈnuhan/
bunuh-bunuhan,[ˌbu.nʊh buˈnu.han]
bunuh-membunuh,/ˌbunuh məmˈbunuh/
bunuh-membunuh,[ˌbu.nʊh məmˈbu.nʊh]
bunyi,/ˈbuɲi/
bunyi,[ˈbu.ɲi]
bunyi-bunyian,/ˌbuɲi buˈɲian/
bunyi-bunyian,[ˌbu.ɲi buˈɲi.an]
bupati,/buˈpati/
bupati,[buˈpa.t̪i]
bura,[ˈbura]
buram,[ˈburam]
bureng,[ˈburəŋ]
buret,[ˈburɛt̚]
burhan,/ˈburhan/
burhan,[ˈbur.han]
burit,/ˈburit/
burit,[ˈbu.rɪt̪̚]
buritan,[buˈritan]
burket,/ˈburket/
burket,[ˈbur.kɛt̪̚]
burloka,/burˈloka/
burloka,[burˈlo.ka]
buron,/ˈburon/
buron,[ˈbu.rɔn]
bursa,[ˈbʊr.sa]
bursa efek,[ˈbʊrsa ˈefek]
bursa saham,[ˈbʊrsa ˈsaham]
buru-buru,/ˌburu ˈburu/
buru-buru,[ˌbu.ru ˈbu.ru]
buruan,[buˈruan]
buruh,/ˈburuh/
buruh,[ˈbu.rʊh]
buruk,/ˈburuʔ/
buruk,[ˈbu.rʊʔ]
burung,/ˈburuŋ/
burung,[ˈbu.rʊŋ]
burung gagak,/ˌburuŋ ˈɡaɡak/
burung gagak,/ˌburuŋ ˈɡaɡaʔ/
burung gagak,[ˌbu.rʊŋ ˈɡa.ɡak̚]
burung gagak,[ˌbu.rʊŋ ˈɡa.ɡaʔ]
burung pelatuk,/ˌburuŋ pəˈlatuk/
burung pelatuk,[ˌbu.rʊŋ pəˈla.t̪ʊk̚]
burung unta,/ˈbu.ruŋ ˈun.ta/
bus,/bas/
bus,/bɘs/
bus,/bəs/
bus,/bɪs/
bus,/bʊs/
busa,/bu.sa/
busana,/buˈsana/
busana,[buˈsa.na]
busbar,/ˈbusbar/
busbar,[ˈbus.bar]
bushido,/buˈsido/
bushido,/buˈʃido/
bushido,[buˈsi.do]
bushido,[buˈʃi.do]
busi,/ˈbusi/
busi,[ˈbu.si]
bustan,/ˈbʊstan/
busuk,/ˈbusuk/
busuk,[ˈbu.sʊk̚]
busur,/ˈbusur/
busur,[ˈbu.sʊr]
busyido,/buˈʃido/
busyido,[buˈʃi.do]
buta,/ˈbuta/
buta,[ˈbu.t̪a]
buta huruf,/bu.ta ˈhu.rʊf/
butala,/bu.ta.la/
butana,/bu.ta.na/
butang,[ˈbutaŋ]
butik,[ˈbu.tɪk]
butir,/ˈbutir/
butir,[ˈbu.t̪ɪr]
butuh,/ˈbutuh/
butuh,[ˈbu.t̪ʊh]
butun,/ˈbu.tun/
butun,[ˈbu.t̪ʊn]
butut,/ˈbutut/
butut,[ˈbu.t̪ʊt̪̚]
buyung,/ˈbu.jʊŋ/
buyut,/ˈbujut/
buyut,[ˈbu.jʊt̪̚]
buzem,/ˈbuzəm/
buzem,[ˈbu.zəm]
buzer,/ˈbuzər/
buzer,[ˈbu.zər]
c,/se/
c,/tʃ/
c,/t͡ʃe/
ca,/ˈt͡ʃa/
ca,[ˈt͡ʃa]
cabai,/ˈt͡ʃabai̯/
cabai,/ˈt͡ʃabe/
cabai,/ˈt͡ʃabeʔ/
cabai,[ˈt͡ʃa.bai̯]
cabai,[ˈt͡ʃa.be]
cabai,[ˈt͡ʃa.bɛʔ]
cabak,/ˈt͡ʃabak/
cabak,[ˈt͡ʃa.bak̚]
cabang,[ˈt͡ʃabaŋ]
cabar,/ˈt͡ʃa.bar/
cabe,/ˈt͡ʃabe/
cabe,[ˈt͡ʃa.be]
cabe-cabean,/t͡ʃabɛt͡ʃaˈbɛan/
cabe-cabean,[t͡ʃa.bɛ.t͡ʃaˈbɛ.an]
cabg,/t͡ʃe.aˈbe.ɡe/
cabg,[t͡ʃe.aˈbe.ɡe]
cabik,/ˈt͡ʃabik/
cabik,/ˈt͡ʃabiʔ/
cabik,[ˈt͡ʃa.bɪk̚]
cabik,[ˈt͡ʃa.bɪʔ]
cabo,/ˈt͡ʃabo/
cabo,[ˈt͡ʃa.bo]
cabul,/ˈt͡ʃa.bʊl/
cabut,/ˈt͡ʃabut/
cabut,[ˈt͡ʃa.bʊt̪̚]
cacah,[ˈt͡ʃat͡ʃah]
cacah jiwa,[ˈt͡ʃat͡ʃah ˈd͡ʒiwa]
cacak,/ˈt͡ʃat͡ʃak/
cacak,/ˈt͡ʃat͡ʃaʔ/
cacak,[ˈt͡ʃa.t͡ʃak̚]
cacak,[ˈt͡ʃa.t͡ʃaʔ]
cacap,/ˈt͡ʃat͡ʃap/
cacap,[ˈt͡ʃa.t͡ʃap̚]
cacar,/ˈt͡ʃat͡ʃar/
cacar,[ˈt͡ʃa.t͡ʃar]
cacar air,[ˈt͡ʃat͡ʃar ˈaʔɪr]
cacat,/ˈt͡ʃat͡ʃat/
cacat,[ˈt͡ʃa.t͡ʃat̪̚]
cacau,/ˈt͡ʃat͡ʃau̯/
cacau,[ˈt͡ʃa.t͡ʃau̯]
caci,/ˈt͡ʃat͡ʃi/
caci,[ˈt͡ʃa.t͡ʃi]
cacing,/ˈt͡ʃat͡ʃiŋ/
cacing,[ˈt͡ʃa.t͡ʃɪŋ]
cacing benang,[ˈt͡ʃat͡ʃɪŋ bəˈnaŋ]
cacing tanah,[ˈt͡ʃat͡ʃɪŋ ta.nah]
cad,/t͡ʃeˈa.de/
cad,[t͡ʃeˈa.de]
cadang,/ˈt͡ʃa.daŋ/
cadangan,[t͡ʃaˈdaŋan]
cadangan bank,/t͡ʃaˌda.ŋan ˈbank/
cadangan bank,[t͡ʃaˌda.ŋan ˈbank̚]
cadangan devisa,/t͡ʃa.ˈdaŋ.an de.ˈvi.sa/
cadangan modal,/t͡ʃaˌda.ŋan ˈmo.dal/
cadangan modal,[t͡ʃaˌda.ŋan ˈmo.dal]
cadar,/ˈt͡ʃadar/
cadar,[ˈt͡ʃa.dar]
cagak,[ˈt͡ʃaɡak]
cagar,/ˈt͡ʃaɡar/
cagar,[ˈt͡ʃa.ɡar]
cagu,/ˈt͡ʃaɡu/
cagu,[ˈt͡ʃa.ɡu]
cahaya,/t͡ʃaˈhaja/
cahaya,[t͡ʃaˈha.ja]
cahyo,/ˈt͡ʃahjo/
cahyo,/ˈt͡ʃahjɔ/
cahyo,[ˈt͡ʃah.jo]
cahyo,[ˈt͡ʃah.jɔ]
cahyono,/t͡ʃaˈhjono/
cahyono,[t͡ʃaˈhjo.no]
caima,[ˈt͡ʃai̯.ma]
cair,[ˈt͡ʃaɪr]
cairan,/t͡ʃaɪran/
cairan tubuh,/t͡ʃaˌiran ˈtubuh/
cairan tubuh,[t͡ʃaˌi.ran̪ ˈt̪u.bʊh]
caisim,/ˈt͡ʃai̯sim/
caisim,[ˈt͡ʃai̯.sɪm]
cakada,/t͡ʃakada/
cakalang,/t͡ʃa.ˈka.laŋ/
cakap,/ˈt͡ʃakap/
cakap,[ˈt͡ʃa.kap̚]
cakar,/ˈt͡ʃakar/
cakar,[ˈt͡ʃa.kar]
cakiak,/t͡ʃaˈkiaʔ/
cakiak,[t͡ʃaˈki.aʔ]
cako,/ˈt͡ʃako/
cako,[ˈt͡ʃa.ko]
cakra,/t͡ʃa.k(ə.)ra/
cakram,/t͡ʃak.ram/
cakrawala,/t͡ʃakraˈwala/
cakrawala,[t͡ʃak̚.raˈwa.la]
cakrawati,/t͡ʃakraˈwati/
cakrawati,[t͡ʃa.kraˈwa.t̪i]
cakup,/ˈt͡ʃakup/
cakup,[ˈt͡ʃa.kʊp̚]
cakupan,/t͡ʃa.ˈkʊp.an/
cakwe,/t͡ʃaˈkwe/
cakwe,[t͡ʃaˈkwe]
caladi,/t͡ʃaˈladi/
caladi,[t͡ʃaˈla.di]
calak,/ˈt͡ʃalaʔ/
calak,[ˈt͡ʃa.laʔ]
calar,/ˈt͡ʃa.lar/
calar,[ˈt͡ʃa.lar]
caleg,/ˈt͡ʃalɛɡ/
caleg,[ˈt͡ʃa.lɛk̚]
calincing,/t͡ʃaˈlint͡ʃiŋ/
calincing,[t͡ʃaˈliɲ.t͡ʃɪŋ]
calir,/ˈt͡ʃalɪr/
calir tangan,/ˈt͡ʃalɪr ˈtaŋan/
calistung,/t͡ʃaˈlistuŋ/
calistung,[t͡ʃaˈlis.t̪ʊŋ]
callista,/ˈkalista/
calo,[ˈt͡ʃalo]
calobak,/ca.lo.baʔ/
calon,/ˈt͡ʃalon/
calon,[ˈt͡ʃa.lɔn]
calui,/ˈt͡ʃalui̯/
calvinisme,/t͡ʃalviˈnismə/
calvinisme,[t͡ʃal.fiˈnis.mə]
cam,/ˈt͡ʃam/
cam,[ˈt͡ʃam]
camaba,/t͡ʃaˈmaba/
camaba,[t͡ʃaˈma.ba]
camaru,/t͡ʃaˈmaru/
camaru,[t͡ʃaˈma.ru]
camat,/t͡ʃamat̚/
cambuk,/ˈt͡ʃambuk/
cambuk,[ˈt͡ʃam.bʊk̚]
camca,/ˈt͡ʃam.t͡ʃa/
camca,[ˈt͡ʃam.t͡ʃa]
camilan,/t͡ʃaˈmilan/
camilan,[t͡ʃaˈmi.lan]
camoi,/ˈt͡ʃamoi̯/
camoi,[ˈt͡ʃa.moi̯]
campak,/ˈt͡ʃampak/
campak,[ˈt͡ʃam.pak̚]
campur,/ˈt͡ʃampur/
campur,[ˈt͡ʃam.pʊr]
campur tangan,/ˌt͡ʃam.pur ˈta.ŋan/
campur tangan,[ˌt͡ʃam.pʊr ˈt̪a.ŋan]
campuran,/t͡ʃamˈpu.ran/
campurkan,/t͡ʃamˈpurkan/
campurkan,[t͡ʃamˈpur.kan]
canai,/ˈt͡ʃanai̯/
canai,[ˈt͡ʃa.nai̯]
canang,/ˈt͡ʃanaŋ/
canang,[ˈt͡ʃa.naŋ]
canasta,/kaˈnasta/
canasta,[kaˈnas.t̪a]
canda,[ˈt͡ʃanda]
candaan,/t͡ʃanˈda.ʔan/
candi,/ˈt͡ʃandi/
candi,[ˈt͡ʃan.di]
candra,/t͡ʃan.dra/
candradimuka,[t͡ʃand̪rad̪iˈmuka]
candrasengkala,/t͡ʃandrasəŋˈkala/
candrasengkala,[t͡ʃan.dra.səŋˈka.la]
candu,/ˈt͡ʃandu/
candu,[ˈt͡ʃan.du]
cangak,/ˈt͡ʃaŋak/
cangak,[ˈt͡ʃa.ŋak̚]
cangcimen,[t͡ʃaŋˈt͡ʃimɛn]
canggih,/t͡ʃaŋ.ɡih/
canggu,/ˈt͡ʃaŋ.ɡu/
canggung,/ˈt͡ʃaŋɡuŋ/
canggung,[ˈt͡ʃaŋ.ɡʊŋ]
cangkang,/ˈt͡ʃaŋkaŋ/
cangkang,[ˈt͡ʃaŋ.kaŋ]
cangkir,/ˈt͡ʃaŋkir/
cangkir,[ˈt͡ʃaŋ.kɪr]
cangklek,/ˈt͡ʃaŋklek̚/
cangkok,/ˈt͡ʃaŋkok/
cangkok,/ˈt͡ʃaŋkoʔ/
cangkok,[ˈt͡ʃaŋ.kɔk̚]
cangkok,[ˈt͡ʃaŋ.kɔʔ]
cangkok kulit,/ˌt͡ʃaŋkok ˈkulit/
cangkok kulit,/ˌt͡ʃaŋkoʔ ˈkulit/
cangkok kulit,[ˌt͡ʃaŋ.kɔk̚ ˈku.lɪt̪̚]
cangkok kulit,[ˌt͡ʃaŋ.kɔʔ ˈku.lɪt̪̚]
cangkokan,/t͡ʃaŋˈkokan/
cangkokan,[t͡ʃaŋˈko.kan]
cangkuk,/ˈt͡ʃaŋkuk/
cangkuk,/ˈt͡ʃaŋkuʔ/
cangkuk,[ˈt͡ʃaŋ.kʊk̚]
cangkuk,[ˈt͡ʃaŋ.kʊʔ]
cangkul,[ˈt͡ʃaŋkʊl]
canoyu,/t͡ʃa.no.ju/
cans,/ˈt͡ʃans/
cans,[ˈt͡ʃans]
cantel,/ˈt͡ʃantɛl/
cantel,[ˈt͡ʃan̪.t̪ɛl]
cantik,/ˈt͡ʃan.tik/
cantika,/t͡ʃanˈtika/
cantika,[t͡ʃan̪ˈt̪i.ka]
cap,[ˈt͡ʃap]
cap go meh,/ˌt͡ʃap ˌɡo ˈmɛ/
cap go meh,[ˌt͡ʃap̚ ˌɡo ˈmɛ]
capah,/ˈt͡ʃapah/
capah,[ˈt͡ʃa.pah]
capai,[ˈt͡ʃapai̯]
capaian,/t͡ʃaˈpajan/
capaian,[t͡ʃaˈpa.jan]
capcai,[ˈt͡ʃapt͡ʃai̯]
capcay,/ˈt͡ʃapt͡ʃaj/
capcay,[ˈt͡ʃap̚.t͡ʃai̯]
capcipcup,/t͡ʃapˈt͡ʃip.t͡ʃup/
capcipcup,[t͡ʃap̚ˈt͡ʃip̚.t͡ʃʊp̚]
capek,[ˈt͡ʃapɛʔ]
caper,/ˈt͡ʃapər/
caper,[ˈt͡ʃa.pər]
capgome,[t͡ʃapˈɡome]
capres,/ˈt͡ʃap.rɛs/
capres,[ˈt͡ʃap̚.rɛs]
capung,/ˈt͡ʃapʊŋ/
cara,/ˈt͡ʃa.ra/
caraka,[t͡ʃaˈraka]
carang,[ˈcaraŋ]
cari,/ˈt͡ʃari/
cari,[ˈt͡ʃa.ri]
carian,/t͡ʃaˈri.an/
cariin,/tʃaˈri.ʔin/
carik,/ˈt͡ʃarik/
carik,[ˈt͡ʃa.rɪk̚]
carikan,/tʃaˈri.kan/
carter,[ˈt͡ʃartər]
carut-marut,/ˌt͡ʃarut ˈmarut/
carut-marut,[ˌt͡ʃa.rʊt̪̚ ˈma.rʊt̪̚]
cas,[ˈt͡ʃas]
cat,/ˈt͡ʃat/
cat,[ˈt͡ʃat̪̚]
cat kuku,/ˌt͡ʃat ˈkuku/
cat kuku,[ˌt͡ʃat̪̚ ˈku.ku]
catam,/ˈt͡ʃatam/
catat,/ˈt͡ʃatat/
catat,[ˈt͡ʃa.t̪at̪̚]
catatan,/t͡ʃaˈtatan/
catatan,[t͡ʃaˈt̪a.t̪an]
catatan kaki,/t͡ʃaˌtatan ˈkaki/
catatan kaki,[t͡ʃaˌt̪a.t̪an ˈka.ki]
catatan sipil,/t͡ʃa.ˈtat.an ˈsi.pɪl/
catet,/ˈtʃa.tət/
catra,/ˈt͡ʃatra/
catra,[ˈt͡ʃa.t̪ra]
catu,[ˈt͡ʃatu]
catu daya,[ˈt͡ʃatu ˈdaja]
catur,/ˈt͡ʃatur/
catur,[ˈt͡ʃa.t̪ʊr]
catur-,/t͡ʃa.tur/
caturwulan,[t͡ʃatʊrˈwulan]
cawan,/ˈt͡ʃawan/
cawan,[ˈt͡ʃa.wan]
cawapres,/t͡ʃaˈwaprɛs/
cawapres,[t͡ʃaˈwa.prɛs]
cawu,/ˈt͡ʃa.wu/
cbc,/t͡ʃeˈbe.t͡ʃe/
cbc,[t͡ʃeˈbe.t͡ʃe]
cbl,/t͡ʃeˈbe.ɛl/
cbl,[t͡ʃeˈbe.ɛl]
cbsa,/t͡ʃe.be.ˈɛs.a/
ce,/t͡ʃe/
ce,[t͡ʃe]
cebakan,/t͡ʃəˈba.kan/
cebakan,[t͡ʃəˈba.kan]
ceban,/t͡ʃəˈban/
ceban,[t͡ʃəˈban]
cebong,/ˈt͡ʃɛ.bɔŋ/
cecak,/t͡ʃəˈt͡ʃaʔ/
cecak,[t͡ʃəˈt͡ʃaʔ]
cecan,/t͡ʃəˈt͡ʃan/
cecan,[t͡ʃəˈt͡ʃan]
cecep,/ˈt͡ʃet͡ʃep/
cecep,[ˈt͡ʃe.t͡ʃɛp̚]
cecer,/t͡ʃə.ˈt͡ʃər/
cecer,/ˈt͡ʃe.t͡ʃɛr/
cecunguk,/t͡ʃəˈt͡ʃuŋuk/
cecunguk,[t͡ʃəˈt͡ʃu.ŋʊk̚]
cedera,/t͡ʃə.də.ra/
cedilla,/t͡ʃe.dɪl.la/
cegah,/t͡ʃəˈɡah/
cegah,[t͡ʃəˈɡah]
cegeh,/t͡ʃəˈɡɛh/
cegeh,[t͡ʃəˈɡɛh]
cek,[ˈt͡ʃɛk]
cek,[ˈt͡ʃɛʔ]
cek fiat,/ˈt͡ʃɛk ˈfiat/
cekakak,/t͡ʃəˈkakak/
cekakak,[t͡ʃəˈka.kak̚]
cekal,/t͡ʃə.ˈkal/
cekaman,/t͡ʃəˈkaman/
cekaman,[t͡ʃəˈka.man]
cekap,[t͡ʃəˈkap̚]
cekelong,/cə.kə.loŋ/
ceker,[ˈt͡ʃɛkɛr]
ceki,[t͡ʃəˈki]
cekup,/t͡ʃəˈkup/
cekup,[t͡ʃəˈkʊp̚]
cela,/t͡ʃə.la/
celaan,/t͡ʃəˈlaan/
celaan fisik,/t͡ʃəˌlaan ˈfisik/
celaan fisik,[t͡ʃəˌla.(ʔ)an ˈfi.sɪk̚]
celah,/t͡ʃəˈlah/
celah,[t͡ʃəˈlah]
celaka,/t͡ʃə.la.ka/
celam-celum,/t͡ʃəˌlam t͡ʃəˈlum/
celam-celum,[t͡ʃəˌlam t͡ʃəˈlum]
celana,/t͡ʃəˈlana/
celana,[t͡ʃəˈla.na]
celana cutbrai,/t͡ʃəˌlana ˈt͡ʃutbrai̯/
celana cutbrai,[t͡ʃəˌla.na ˈt͡ʃut̪̚.brai̯]
celana dalam,/t͡ʃəˌlana ˈdalam/
celana dalam,[t͡ʃəˌla.na ˈda.lam]
celangak-celinguk,/t͡ʃəˌlaŋaʔ t͡ʃəˈliŋuʔ/
celangak-celinguk,[t͡ʃəˌla.ŋaʔ t͡ʃəˈli.ŋʊʔ]
celas-celus,/t͡ʃəˌlas t͡ʃəˈlus/
celas-celus,[t͡ʃəˌlas t͡ʃəˈlʊs]
celemek,/t͡ʃələˈmɛk/
celemek,[t͡ʃə.ləˈmɛk̚]
celempung,/ˈt͡ʃələmpuŋ/
celempung,[ˈt͡ʃə.ləm.pʊŋ]
celeng,/ˈt͡ʃeleŋ/
celeng,[ˈt͡ʃe.lɛŋ]
celengan,/t͡ʃeˈleŋan/
celengan,[t͡ʃeˈle.ŋan]
celentang,/t͡ʃələnˈtaŋ/
celentang,[t͡ʃə.lən̪ˈt̪aŋ]
celepuk,/ˈt͡ʃələpuk/
celepuk,[ˈt͡ʃə.lə.pʊk̚]
celik,/t͡ʃəˈliʔ/
celik,[t͡ʃəˈlɪʔ]
celokat,/t͡ʃəˈlokat/
celokat,[t͡ʃəˈlo.kat̪̚]
celup,/t͡ʃəˈlup/
celup,[t͡ʃəˈlʊp̚]
celupkan,/t͡ʃəˈlupkan/
celupkan,[t͡ʃəˈlup̚.kan]
celurit,/t͡ʃəˈlurit/
celurit,[t͡ʃəˈlu.rɪt̪̚]
cemani,/t͡ʃəˈmani/
cemani,[t͡ʃəˈma.ni]
cemara,/t͡ʃə.ˈma.ra/
cemara laut,/t͡ʃəˌmara ˈlaut/
cemara laut,[t͡ʃəˌma.ra ˈla.ʊt̪̚]
cemas,[ˈt͡ʃə.mas]
cembul,/t͡ʃəmˈbul/
cembul,[t͡ʃəmˈbʊl]
cemen,/ˈt͡ʃɛmɛn/
cemen,[ˈt͡ʃɛ.mɛn]
cemerlang,[t͡ʃəmərˈlaŋ]
cemeti,/t͡ʃəməˈti/
cemeti,[t͡ʃə.məˈt̪i]
cempaka,/t͡ʃəmˈpaka/
cempaka,[t͡ʃəmˈpa.ka]
cempana,/t͡ʃəmˈpana/
cempana,[t͡ʃəmˈpa.na]
cempe,[t͡ʃəmˈpe]
cen,/ˈt͡ʃən/
